"species_name","SET","morph_type","Len Sample Count","Sex Sample Count","Sample_count","Proportion Males","malelen","femlen","nosexlen"
"NORTH PACIFIC SPINY DOGFISH",17,"TOTAL LENGTH",7,7,7,0.29,712,852,0
"NORTH PACIFIC SPINY DOGFISH",39,"TOTAL LENGTH",3,3,3,0.67,767,988,0
"NORTH PACIFIC SPINY DOGFISH",45,"TOTAL LENGTH",20,20,20,0.35,829,907,0
"NORTH PACIFIC SPINY DOGFISH",46,"TOTAL LENGTH",3,3,3,0,0,848,0
"NORTH PACIFIC SPINY DOGFISH",47,"TOTAL LENGTH",8,8,8,0.5,804,1010,0
"NORTH PACIFIC SPINY DOGFISH",50,"TOTAL LENGTH",18,18,18,0.11,793,927,0
"NORTH PACIFIC SPINY DOGFISH",51,"TOTAL LENGTH",4,4,4,0.25,835,982,0
"NORTH PACIFIC SPINY DOGFISH",56,"TOTAL LENGTH",1,1,1,0,0,1037,0
"NORTH PACIFIC SPINY DOGFISH",57,"TOTAL LENGTH",10,10,5,0.3,752,941,0
"NORTH PACIFIC SPINY DOGFISH",58,"TOTAL LENGTH",6,6,6,0.17,778,757,0
"NORTH PACIFIC SPINY DOGFISH",70,"TOTAL LENGTH",18,18,19,0.44,807,922,0
"NORTH PACIFIC SPINY DOGFISH",94,"TOTAL LENGTH",20,20,33,0.35,825,979,0
"NORTH PACIFIC SPINY DOGFISH",100,"TOTAL LENGTH",40,40,40,0.18,868,1004,0
"PACIFIC FLATNOSE",14,"TOTAL LENGTH",5,5,5,0.8,489,581,0
"PACIFIC FLATNOSE",15,"TOTAL LENGTH",6,6,6,0.5,444,427,0
"PACIFIC FLATNOSE",21,"TOTAL LENGTH",9,9,9,0.89,488,472,0
"PACIFIC FLATNOSE",22,"TOTAL LENGTH",3,3,3,0,0,450,0
"PACIFIC FLATNOSE",32,"TOTAL LENGTH",5,5,5,0.4,555,537,0
"PACIFIC FLATNOSE",37,"TOTAL LENGTH",1,1,1,0,0,388,0
"PACIFIC FLATNOSE",41,"TOTAL LENGTH",1,1,1,0,0,365,0
"PACIFIC FLATNOSE",62,"TOTAL LENGTH",3,3,3,0.67,452,414,0
"PACIFIC FLATNOSE",72,"TOTAL LENGTH",2,2,2,1,443,0,0
"PACIFIC FLATNOSE",73,"TOTAL LENGTH",1,1,1,0,0,400,0
"PACIFIC FLATNOSE",98,"TOTAL LENGTH",3,3,3,1,481,0,0
"PACIFIC FLATNOSE",102,"TOTAL LENGTH",1,1,1,1,382,0,0
"PACIFIC FLATNOSE",120,"TOTAL LENGTH",1,1,1,0,0,435,0
"PACIFIC SLEEPER SHARK",81,"TOTAL LENGTH",1,0,1,0,0,0,927
"SHORTSPINE THORNYHEAD",48,"TOTAL LENGTH",1,1,2,0,0,432,0
"SHORTSPINE THORNYHEAD",49,"TOTAL LENGTH",2,2,2,0,0,481,0
"SHORTSPINE THORNYHEAD",52,"TOTAL LENGTH",2,2,2,0,0,453,0
"SHORTSPINE THORNYHEAD",69,"TOTAL LENGTH",2,2,2,0,0,243,0
"SHORTSPINE THORNYHEAD",75,"TOTAL LENGTH",2,2,2,0.5,262,273,0
"SHORTSPINE THORNYHEAD",91,"TOTAL LENGTH",1,1,1,0,0,551,0
