"Year","trip","Sets","Avgtemp","Mintemp","Maxtemp","depth_stratum","lat"
2008,67007,100,3.0668,2.8142,3.1798,"RD3       ",53
2007,65106,85,5.1361,4.8995,5.3449,"RD1       ",53
2009,69067,50,7.0722,6.8887,7.186,"RD1       ",50
2009,69067,22,2.7988,2.7108,2.9427,"RD3       ",49
2007,65106,59,3.0689,2.8167,3.5123,"RD3       ",51
2008,67007,20,4.7624,4.6241,4.8759,"RD2       ",48
2007,65106,40,4.8108,4.3624,5.1383,"RD2       ",50
2006,62666,86,5.6644,5.4868,5.7936,"RD1       ",54
2008,67007,125,5.9462,5.7192,6.1201,"RD1       ",53
2007,65106,61,5.5888,5.4359,5.7607,"RD1       ",51
2006,62666,17,4.3471,4.2229,4.6011,"RD2       ",48
2008,67007,78,5.5873,5.3828,5.809,"RD1       ",51
2009,69067,128,2.9907,2.9025,3.1268,"RD3       ",53
2008,67007,75,4.1081,3.5875,4.497,"RD2       ",51
2009,69067,118,5.2616,5.0972,5.4612,"RD2       ",53
2006,62666,23,5.649,5.4682,5.9756,"RD2       ",49
2008,67007,35,6.6994,6.3382,6.8803,"RD1       ",49
2007,65106,30,4.4407,4.2587,4.6967,"RD2       ",50
2006,62666,84,3.6072,3.4417,3.7446,"RD3       ",53
2009,69067,32,2.5773,2.5385,2.6541,"RD3       ",49
2009,69067,121,6.4342,6.236,6.6282,"RD1       ",53
2007,65106,98,3.3938,3.2385,3.5582,"RD3       ",54
2007,65106,86,2.5327,2.494,2.5865,"RD3       ",53
2007,65106,55,4.3878,4.1819,4.6456,"RD2       ",51
2006,62666,29,7.0138,6.8578,7.1219,"RD1       ",49
2008,67007,47,6.5889,6.3697,6.7231,"RD1       ",50
2007,65106,31,3.0928,2.9984,3.2196,"RD3       ",50
2007,65106,56,3.1863,2.8718,3.519,"RD3       ",51
2007,65106,74,4.094,3.7356,4.4583,"RD2       ",52
2007,65106,43,6.2816,5.9551,6.6172,"RD1       ",50
2006,62666,44,6.8569,6.6663,7.0649,"RD1       ",50
2009,69067,72,2.8236,2.7253,2.9884,"RD3       ",51
2007,65106,92,5.3011,5.1633,5.3943,"RD1       ",53
2006,62666,78,3.0314,2.8311,3.1839,"RD3       ",53
2008,67007,109,4.2793,4.1172,4.5148,"RD2       ",53
2008,67007,85,3.9849,3.8112,4.1635,"RD2       ",51
2006,62666,35,3.3236,3.0684,3.5319,"RD3       ",50
2006,62666,47,6.2702,6.2311,6.2859,"RD1       ",51
2009,69067,44,3.9048,3.6592,4.1481,"RD3       ",50
2008,67007,59,6.2066,6.1671,6.2525,"RD1       ",51
2006,62666,2,3.8367,3.7702,3.9265,"RD3       ",48
2008,67007,4,4.7718,4.6197,4.9813,"RD2       ",48
2008,67007,122,2.8242,2.519,3.1595,"RD3       ",53
2009,69067,81,4.2735,3.8051,5.0632,"RD2       ",51
2008,67007,66,2.5575,2.4704,2.7964,"RD3       ",51
2009,69067,134,2.7834,2.6354,2.9034,"RD3       ",54
2009,69067,67,6.3947,6.3918,6.4002,"RD1       ",51
2009,69067,71,4.8322,4.6078,5.155,"RD2       ",51
2007,65106,49,5.1533,4.899,5.5502,"RD1       ",51
2008,67007,22,6.6067,6.2068,6.8889,"RD1       ",48
2007,65106,26,3.9152,3.7324,4.1478,"RD3       ",49
2007,65106,80,2.5655,2.4793,2.7298,"RD3       ",52
2007,65106,67,3.0111,2.5967,3.3004,"RD3       ",52
2007,65106,79,4.8483,4.588,5.4949,"RD1       ",52
2007,65106,93,2.9674,2.9185,3.0764,"RD3       ",53
2008,67007,79,5.7798,5.6014,5.8871,"RD1       ",51
2006,62666,90,5.4022,5.3918,5.4142,"RD1       ",54
2006,62666,19,6.9861,6.9196,7.0467,"RD1       ",49
2007,65106,46,4.4578,4.1442,4.9771,"RD2       ",50
2008,67007,3,6.6899,6.656,6.7521,"RD1       ",48
2006,62666,59,4.6783,4.2943,5.2515,"RD2       ",51
2006,62666,50,3.2143,3.0823,3.3818,"RD3       ",51
2008,67007,49,6.3573,5.9349,6.5836,"RD1       ",50
2008,67007,96,6.174,5.9191,6.8766,"RD1       ",52
2009,69067,64,3.7445,3.6366,3.8477,"RD2       ",51
2006,62666,49,4.3001,4.1477,4.5138,"RD2       ",51
2009,69067,1,4.9575,4.8324,5.1671,"RD2       ",48
2007,65106,62,5.0422,4.7349,5.2982,"RD1       ",51
2007,65106,66,5.6425,5.3011,5.9258,"RD1       ",52
2007,65106,36,6.7373,6.7003,6.8274,"RD1       ",50
2007,65106,94,2.444,2.3114,2.6705,"RD3       ",54
2006,62666,73,2.9074,2.7739,3.1332,"RD3       ",52
2008,67007,80,4.8087,4.4959,5.4665,"RD2       ",52
2008,67007,90,3.6061,3.4161,3.8532,"RD3       ",52
2007,65106,87,3.4618,3.3541,3.6519,"RD3       ",53
2007,65106,97,4.3233,4.1546,4.4782,"RD2       ",54
2008,67007,116,4.3909,4.2465,4.5642,"RD2       ",53
2009,69067,100,6.3495,6.0338,6.6704,"RD1       ",52
2006,62666,32,3.7204,3.6042,3.9294,"RD3       ",49
2009,69067,68,3.3844,3.2238,3.5468,"RD3       ",51
2007,65106,50,2.6237,2.4962,2.7767,"RD3       ",51
2009,69067,17,6.844,6.6245,6.9625,"RD1       ",48
2008,67007,23,6.5496,6.2331,6.9777,"RD1       ",49
2009,69067,98,2.6256,2.5281,2.7628,"RD3       ",52
2006,62666,70,6.1892,6.1074,6.322,"RD1       ",53
2006,62666,12,3.047,2.9707,3.1763,"RD3       ",48
2008,67007,13,2.9359,2.8212,3.0706,"RD3       ",48
2007,65106,12,6.0558,5.6228,6.4519,"RD1       ",48
2008,67007,60,4.4004,3.8562,4.8726,"RD2       ",51
2009,69067,14,2.7062,2.6489,2.7568,"RD3       ",48
2006,62666,53,3.7948,3.4944,4.029,"RD3       ",51
2006,62666,45,6.722,6.6873,6.7752,"RD1       ",50
2007,65106,39,6.7793,6.7492,6.8169,"RD1       ",50
2008,67007,126,2.8493,2.8152,2.8994,"RD3       ",53
2006,62666,63,6.1424,5.9417,6.4986,"RD1       ",52
2006,62666,77,3.1201,2.9558,3.2246,"RD3       ",53
2006,62666,80,3.7277,3.5365,3.9103,"RD2       ",53
2006,62666,5,7.0854,7.0415,7.1142,"RD1       ",48
2009,69067,7,6.1343,6.0067,6.2645,"RD1       ",48
2006,62666,74,3.536,3.4711,3.6026,"RD3       ",53
2007,65106,73,3.5343,3.3294,3.6552,"RD3       ",52
2008,67007,16,2.6468,2.6296,2.6808,"RD3       ",48
2009,69067,94,5.7343,5.4548,5.9391,"RD1       ",52
2007,65106,83,3.6103,3.4619,3.7613,"RD2       ",53
2009,69067,47,7.1298,7.1213,7.1524,"RD1       ",50
2008,67007,63,4.0622,3.7201,4.4556,"RD2       ",51
2006,62666,95,5.1381,4.7635,5.6001,"RD2       ",52
2009,69067,74,4.3779,3.781,4.8478,"RD2       ",51
2008,67007,26,6.867,6.6979,7.0701,"RD1       ",49
2009,69067,48,3.7859,3.6256,3.9495,"RD3       ",50
2008,67007,70,3.3819,2.8896,4.0872,"RD3       ",51
2006,62666,87,4.2008,4.0344,4.4108,"RD2       ",54
2006,62666,46,6.483,6.4332,6.5353,"RD1       ",51
2009,69067,117,5.8548,5.7727,5.9765,"RD1       ",53
2009,69067,31,4.8698,4.4383,5.2129,"RD2       ",49
2007,65106,3,4.2042,4.1148,4.4041,"RD3       ",48
2006,62666,69,6.4013,6.0802,6.687,"RD1       ",52
2006,62666,15,3.8618,3.7771,3.9438,"RD3       ",48
2008,67007,93,4.0561,3.6996,4.3444,"RD2       ",52
2009,69067,28,3.1278,3.0793,3.1478,"RD3       ",49
2009,69067,84,5.986,5.5467,6.2485,"RD1       ",52
2009,69067,10,6.2719,5.8716,6.5819,"RD1       ",48
2009,69067,101,2.84,2.7564,2.901,"RD3       ",52
2009,69067,131,4.9899,4.6743,5.5862,"RD2       ",54
2006,62666,26,3.2908,3.1954,3.447,"RD3       ",49
2007,65106,9,5.062,4.9416,5.2545,"RD2       ",48
2009,69067,21,2.6294,2.6244,2.6356,"RD3       ",48
2009,69067,65,2.9845,2.8488,3.1621,"RD3       ",51
2008,67007,50,3.0608,2.8724,3.249,"RD3       ",50
2008,67007,76,4.8362,4.41,5.6656,"RD2       ",51
2007,65106,42,6.0742,5.767,6.6842,"RD1       ",50
2009,69067,88,3.0349,2.8646,3.2619,"RD3       ",52
