"YEAR","TRIP_ID","SET_ID","BECKET","TRAP","total_count"
2008,67007,4,8,8,6
2008,67007,4,9,9,17
2008,67007,4,10,10,4
2008,67007,4,11,11,2
2008,67007,4,12,12,11
2008,67007,4,13,13,8
2008,67007,4,14,14,9
2008,67007,4,15,15,7
2008,67007,4,16,16,8
2008,67007,4,17,17,15
2008,67007,4,18,18,5
2008,67007,4,19,19,21
2008,67007,4,20,20,19
2008,67007,4,21,21,25
2008,67007,4,22,22,13
2008,67007,4,23,23,25
2008,67007,4,24,24,10
2008,67007,4,25,25,13
2008,67007,5,1,1,13
2008,67007,5,2,2,7
2008,67007,5,3,3,16
2008,67007,5,4,4,11
2008,67007,5,5,5,20
2008,67007,5,6,6,8
2008,67007,5,7,7,15
2008,67007,5,8,8,13
2008,67007,5,9,9,10
2008,67007,5,10,10,13
2008,67007,5,11,11,8
2008,67007,5,12,12,4
2008,67007,5,13,13,22
2008,67007,5,14,14,7
2008,67007,5,15,15,22
2008,67007,5,16,16,32
2008,67007,5,17,17,31
2008,67007,5,18,18,33
2008,67007,5,19,19,57
2008,67007,5,20,20,19
2008,67007,5,21,21,47
2008,67007,5,22,22,51
2008,67007,5,23,23,43
2008,67007,5,24,24,43
2008,67007,5,25,25,31
2008,67007,6,1,1,3
2008,67007,6,2,2,1
2008,67007,6,3,3,
2008,67007,6,4,4,8
2008,67007,6,5,5,2
2008,67007,6,6,6,1
2008,67007,6,7,7,1
2008,67007,6,8,8,
2008,67007,6,9,9,5
2008,67007,6,10,10,3
2008,67007,6,11,11,4
2008,67007,6,12,12,8
2008,67007,6,13,13,4
2008,67007,6,14,14,5
2008,67007,6,15,15,6
2008,67007,6,16,16,1
2008,67007,6,17,17,3
2008,67007,6,18,18,
2008,67007,6,19,19,3
2008,67007,6,20,20,4
2008,67007,6,21,21,8
2008,67007,6,22,22,2
2008,67007,6,23,23,3
2008,67007,6,24,24,3
2008,67007,6,25,25,21
2008,67007,7,1,1,18
2008,67007,7,2,2,3
2008,67007,7,3,3,4
2008,67007,7,4,4,3
2008,67007,7,5,5,5
2008,67007,7,6,6,4
2008,67007,7,7,7,2
2008,67007,7,8,8,12
2008,67007,7,9,9,
2008,67007,7,10,10,14
2008,67007,7,11,11,
2008,67007,7,12,12,4
2008,67007,7,13,13,
2008,67007,7,14,14,5
2008,67007,7,15,15,
2008,67007,7,16,16,4
2008,67007,7,17,17,
2008,67007,7,18,18,
2008,67007,7,19,19,1
2008,67007,7,20,20,3
2008,67007,7,21,21,
2008,67007,7,22,22,1
2008,67007,7,23,23,1
2008,67007,7,24,24,6
2008,67007,7,25,25,4
2008,67007,8,1,1,4
2008,67007,8,2,2,3
2008,67007,8,3,3,5
2008,67007,8,4,4,13
2008,67007,8,5,5,
2008,67007,8,6,6,6
2008,67007,8,7,7,5
2008,67007,8,8,8,7
2008,67007,8,9,9,
2008,67007,8,10,10,4
2008,67007,8,11,11,
2008,67007,8,12,12,
2008,67007,8,13,13,1
2008,67007,8,14,14,48
2008,67007,8,15,15,6
2008,67007,8,16,16,
2008,67007,8,17,17,1
2008,67007,8,18,18,
2008,67007,8,19,19,
2008,67007,8,20,20,11
2008,67007,8,21,21,
2008,67007,8,22,22,5
2008,67007,8,23,23,6
2008,67007,8,24,24,2
2008,67007,8,25,25,8
2008,67007,9,1,1,2
2008,67007,9,2,2,2
2008,67007,9,3,3,
2008,67007,9,4,4,1
2008,67007,9,5,5,1
2008,67007,9,6,6,2
2008,67007,9,7,7,
2008,67007,9,8,8,
2008,67007,9,9,9,1
2008,67007,9,10,10,
2008,67007,9,11,11,
2008,67007,9,12,12,
2008,67007,9,13,13,1
2008,67007,9,14,14,11
2008,67007,9,15,15,8
2008,67007,9,16,16,
2008,67007,9,17,17,5
2008,67007,9,18,18,3
2008,67007,9,19,19,3
2008,67007,9,20,20,2
2008,67007,9,21,21,2
2008,67007,9,22,22,4
2008,67007,9,23,23,
2008,67007,9,24,24,6
2008,67007,9,25,25,4
2008,67007,10,1,1,3
2008,67007,10,2,2,2
2008,67007,10,3,3,5
2008,67007,10,4,4,9
2008,67007,10,5,5,
2008,67007,10,6,6,15
2008,67007,10,7,7,4
2008,67007,10,8,8,7
2008,67007,10,9,9,7
2008,67007,10,10,10,3
2008,67007,10,11,11,3
2008,67007,10,12,12,10
2008,67007,10,13,13,18
2008,67007,10,14,14,1
2008,67007,10,15,15,3
2008,67007,10,16,16,10
2008,67007,10,17,17,11
2008,67007,10,18,18,6
2008,67007,10,19,19,4
2008,67007,10,20,20,5
2008,67007,10,21,21,2
2008,67007,10,22,22,1
2008,67007,10,23,23,8
2008,67007,10,24,24,13
2008,67007,10,25,25,15
2008,67007,11,1,1,24
2008,67007,11,2,2,16
2008,67007,11,3,3,10
2008,67007,11,4,4,14
2008,67007,11,5,5,15
2008,67007,11,6,6,6
2008,67007,11,7,7,17
2008,67007,11,8,8,4
2008,67007,11,9,9,15
2008,67007,11,10,10,7
2008,67007,11,11,11,13
2008,67007,11,12,12,20
2008,67007,11,13,13,12
2008,67007,11,14,14,4
2008,67007,11,15,15,13
2008,67007,11,16,16,17
2008,67007,11,17,17,22
2008,67007,11,18,18,21
2008,67007,11,19,19,17
2008,67007,11,20,20,13
2008,67007,11,21,21,18
2008,67007,11,22,22,9
2008,67007,11,23,23,6
2008,67007,11,24,24,7
2008,67007,11,25,25,20
2008,67007,12,1,1,
2008,67007,12,2,2,
2008,67007,12,3,3,3
2008,67007,12,4,4,1
2008,67007,12,5,5,
2008,67007,12,6,6,1
2008,67007,12,7,7,3
2008,67007,12,8,8,6
2008,67007,12,9,9,3
2008,67007,12,10,10,
2008,67007,12,11,11,4
2008,67007,12,12,12,8
2008,67007,12,13,13,4
2008,67007,12,14,14,5
2008,67007,12,15,15,2
2008,67007,12,16,16,2
2008,67007,12,17,17,4
2008,67007,12,18,18,2
2008,67007,12,19,19,3
2008,67007,12,20,20,8
2008,67007,12,21,21,3
2008,67007,12,22,22,3
2008,67007,12,23,23,2
2008,67007,12,24,24,3
2008,67007,12,25,25,2
2008,67007,13,1,1,4
2008,67007,13,2,2,15
2008,67007,13,3,3,12
2008,67007,13,4,4,3
2008,67007,13,5,5,3
2008,67007,13,6,6,2
2008,67007,13,7,7,9
2008,67007,13,8,8,5
2008,67007,13,9,9,1
2008,67007,13,10,10,8
2008,67007,13,11,11,4
2008,67007,13,12,12,9
2008,67007,13,13,13,6
2008,67007,13,14,14,4
2008,67007,13,15,15,9
2008,67007,13,16,16,5
2008,67007,13,17,17,4
2008,67007,13,18,18,3
2008,67007,13,19,19,4
2008,67007,13,20,20,8
2008,67007,13,21,21,6
2008,67007,13,22,22,8
2008,67007,13,23,23,12
2008,67007,13,24,24,7
2008,67007,13,25,25,9
2008,67007,14,1,1,3
2008,67007,14,2,2,1
2008,67007,14,3,3,12
2008,67007,14,4,4,10
2008,67007,14,5,5,4
2008,67007,14,6,6,5
2008,67007,14,7,7,9
2008,67007,14,8,8,10
2008,67007,14,9,9,4
2008,67007,14,10,10,16
2008,67007,14,11,11,4
2008,67007,14,12,12,
2008,67007,14,13,13,4
2008,67007,14,14,14,8
2008,67007,14,15,15,5
2008,67007,14,16,16,5
2008,67007,14,17,17,3
2008,67007,14,18,18,
2008,67007,14,19,19,9
2008,67007,14,20,20,4
2008,67007,14,21,21,4
2008,67007,14,22,22,3
2008,67007,14,23,23,11
2008,67007,14,24,24,7
2008,67007,14,25,25,6
2008,67007,15,1,1,
2008,67007,15,2,2,4
2008,67007,15,3,3,
2008,67007,15,4,4,
2008,67007,15,5,5,12
2008,67007,15,6,6,8
2008,67007,15,7,7,6
2008,67007,15,8,8,13
2008,67007,15,9,9,12
2008,67007,15,10,10,10
2008,67007,15,11,11,9
2008,67007,15,12,12,6
2008,67007,15,13,13,13
2008,67007,15,14,14,8
2008,67007,15,15,15,17
2008,67007,15,16,16,4
2008,67007,15,17,17,11
2008,67007,15,18,18,11
2008,67007,15,19,19,7
2008,67007,15,20,20,3
2008,67007,15,21,21,9
2008,67007,15,22,22,27
2008,67007,15,23,23,24
2008,67007,15,24,24,6
2008,67007,15,25,25,44
2008,67007,16,1,1,8
2008,67007,16,2,2,1
2008,67007,16,3,3,3
2008,67007,16,4,4,2
2008,67007,16,5,5,2
2008,67007,16,6,6,2
2008,67007,16,7,7,
2008,67007,16,8,8,3
2008,67007,16,9,9,4
2008,67007,16,10,10,2
2008,67007,16,11,11,1
2008,67007,16,12,12,2
2008,67007,16,13,13,2
2008,67007,16,14,14,
2008,67007,16,15,15,
2008,67007,16,16,16,2
2008,67007,16,17,17,1
2008,67007,16,18,18,3
2008,67007,16,19,19,1
2008,67007,16,20,20,3
2008,67007,16,21,21,2
2008,67007,16,22,22,2
2008,67007,16,23,23,
2008,67007,16,24,24,3
2008,67007,16,25,25,3
2008,67007,17,1,1,14
2008,67007,17,2,2,14
2008,67007,17,3,3,16
2008,67007,17,4,4,12
2008,67007,17,5,5,8
2008,67007,17,6,6,
2008,67007,17,7,7,8
2008,67007,17,8,8,8
2008,67007,17,9,9,10
2008,67007,17,10,10,3
2008,67007,17,11,11,15
2008,67007,17,12,12,10
2008,67007,17,13,13,28
2008,67007,17,14,14,10
2008,67007,17,15,15,20
2008,67007,17,16,16,13
2008,67007,17,17,17,15
2008,67007,17,18,18,11
2008,67007,17,19,19,9
2008,67007,17,20,20,10
2008,67007,17,21,21,14
2008,67007,17,22,22,13
2008,67007,17,23,23,9
2008,67007,17,24,24,15
2008,67007,17,25,25,34
2008,67007,18,1,1,10
2008,67007,18,2,2,26
2008,67007,18,3,3,20
2008,67007,18,4,4,18
2008,67007,18,5,5,5
2008,67007,18,6,6,7
2008,67007,18,7,7,18
2008,67007,18,8,8,20
2008,67007,18,9,9,14
2008,67007,18,10,10,19
2008,67007,18,11,11,6
2008,67007,18,12,12,21
2008,67007,18,13,13,21
2008,67007,18,14,14,29
2008,67007,18,15,15,15
2008,67007,18,16,16,7
2008,67007,18,17,17,21
2008,67007,18,18,18,8
2008,67007,18,19,19,7
2008,67007,18,20,20,22
2008,67007,18,21,21,13
2008,67007,18,22,22,9
2008,67007,18,23,23,7
2008,67007,18,24,24,23
2008,67007,18,25,25,18
2008,67007,19,1,1,25
2008,67007,19,2,2,15
2008,67007,19,3,3,9
2008,67007,19,4,4,12
2008,67007,19,5,5,8
2008,67007,19,6,6,16
2008,67007,19,7,7,9
2008,67007,19,8,8,23
2008,67007,19,9,9,25
2008,67007,19,10,10,14
2008,67007,19,11,11,27
2008,67007,19,12,12,8
2008,67007,19,13,13,18
2008,67007,19,14,14,27
2008,67007,19,15,15,28
2008,67007,19,16,16,21
2008,67007,19,17,17,21
2008,67007,19,18,18,20
2008,67007,19,19,19,40
2008,67007,19,20,20,31
2008,67007,19,21,21,23
2008,67007,19,22,22,13
2008,67007,19,23,23,9
2008,67007,19,24,24,17
2008,67007,19,25,25,12
2008,67007,20,1,1,7
2008,67007,20,2,2,13
2008,67007,20,3,3,10
2008,67007,20,4,4,16
2008,67007,20,5,5,9
2008,67007,20,6,6,8
2008,67007,20,7,7,12
2008,67007,20,8,8,11
2008,67007,20,9,9,11
2008,67007,20,10,10,8
2008,67007,20,11,11,9
2008,67007,20,12,12,14
2008,67007,20,13,13,7
2008,67007,20,14,14,5
2008,67007,20,15,15,11
2008,67007,20,16,16,15
2008,67007,20,17,17,16
2008,67007,20,18,18,
2008,67007,20,19,19,27
2008,67007,20,20,20,21
2008,67007,20,21,21,3
2008,67007,20,22,22,11
2008,67007,20,23,23,9
2008,67007,20,24,24,17
2008,67007,20,25,25,6
2008,67007,21,1,1,14
2008,67007,21,2,2,13
2008,67007,21,3,3,20
2008,67007,21,4,4,8
2008,67007,21,5,5,7
2008,67007,21,6,6,10
2008,67007,21,7,7,18
2008,67007,21,8,8,20
2008,67007,21,9,9,13
2008,67007,21,10,10,10
2008,67007,21,11,11,12
2008,67007,21,12,12,8
2008,67007,21,13,13,19
2008,67007,21,14,14,23
2008,67007,21,15,15,12
2008,67007,21,16,16,14
2008,67007,21,17,17,16
2008,67007,21,18,18,12
2008,67007,21,19,19,16
2008,67007,21,20,20,26
2008,67007,21,21,21,24
2008,67007,21,22,22,22
2008,67007,21,23,23,15
2008,67007,21,24,24,7
2008,67007,21,25,25,19
2008,67007,22,1,1,31
2008,67007,22,2,2,16
2008,67007,22,3,3,21
2008,67007,22,4,4,2
2008,67007,22,5,5,4
2008,67007,22,6,6,14
2008,67007,22,7,7,9
2008,67007,22,8,8,9
2008,67007,22,9,9,17
2008,67007,22,10,10,2
2008,67007,22,11,11,6
2008,67007,22,12,12,12
2008,67007,22,13,13,16
2008,67007,22,14,14,10
2008,67007,22,15,15,10
2008,67007,22,16,16,9
2008,67007,22,17,17,15
2008,67007,22,18,18,10
2008,67007,22,19,19,6
2008,67007,22,20,20,13
2008,67007,22,21,21,13
2008,67007,22,22,22,4
2008,67007,22,23,23,7
2008,67007,22,24,24,11
2008,67007,22,25,25,2
2008,67007,23,1,1,9
2008,67007,23,2,2,7
2008,67007,23,3,3,6
2008,67007,23,4,4,1
2008,67007,23,5,5,5
2008,67007,23,6,6,2
2008,67007,23,7,7,2
2008,67007,23,8,8,2
2008,67007,23,9,9,2
2008,67007,23,10,10,
2008,67007,23,11,11,1
2008,67007,23,12,12,1
2008,67007,23,13,13,3
2008,67007,23,14,14,4
2008,67007,23,15,15,2
2008,67007,23,16,16,
2008,67007,23,17,17,6
2008,67007,23,18,18,
2008,67007,23,19,19,5
2008,67007,23,20,20,4
2008,67007,23,21,21,4
2008,67007,23,22,22,4
2008,67007,23,23,23,1
2008,67007,23,24,24,2
2008,67007,23,25,25,4
2008,67007,24,1,1,4
2008,67007,24,2,2,6
2008,67007,24,3,3,5
2008,67007,24,4,4,9
2008,67007,24,5,5,11
2008,67007,24,6,6,2
2008,67007,24,7,7,3
2008,67007,24,8,8,4
2008,67007,24,9,9,4
2008,67007,24,10,10,13
2008,67007,24,11,11,
2008,67007,24,12,12,21
2008,67007,24,13,13,14
2008,67007,24,14,14,9
2008,67007,24,15,15,3
2008,67007,24,16,16,7
2008,67007,24,17,17,6
2008,67007,24,18,18,6
2008,67007,24,19,19,7
2008,67007,24,20,20,6
2008,67007,24,21,21,1
2008,67007,24,22,22,3
2008,67007,24,23,23,5
2008,67007,24,24,24,4
2008,67007,24,25,25,10
2008,67007,25,1,1,10
2008,67007,25,2,2,11
2008,67007,25,3,3,6
2008,67007,25,4,4,1
2008,67007,25,5,5,3
2008,67007,25,6,6,3
2008,67007,25,7,7,
2008,67007,25,8,8,1
2008,67007,25,9,9,5
2008,67007,25,10,10,2
2008,67007,25,11,11,1
2008,67007,25,12,12,5
2008,67007,25,13,13,6
2008,67007,25,14,14,5
2008,67007,25,15,15,11
2008,67007,25,16,16,10
2008,67007,25,17,17,5
2008,67007,25,18,18,10
2008,67007,25,19,19,10
2008,67007,25,20,20,5
2008,67007,25,21,21,3
2008,67007,25,22,22,8
2008,67007,25,23,23,3
2008,67007,25,24,24,5
2008,67007,25,25,25,5
2008,67007,26,1,1,3
2008,67007,26,2,2,4
2008,67007,26,3,3,5
2008,67007,26,4,4,4
2008,67007,26,5,5,3
2008,67007,26,6,6,7
2008,67007,26,7,7,6
2008,67007,26,8,8,6
2008,67007,26,9,9,4
2008,67007,26,10,10,4
2008,67007,26,11,11,5
2008,67007,26,12,12,3
2008,67007,26,13,13,2
2008,67007,26,14,14,6
2008,67007,26,15,15,14
2008,67007,26,16,16,9
2008,67007,26,17,17,9
2008,67007,26,18,18,6
2008,67007,26,19,19,4
2008,67007,26,20,20,11
2008,67007,26,21,21,7
2008,67007,26,22,22,1
2008,67007,26,23,23,6
2008,67007,26,24,24,10
2008,67007,26,25,25,15
2008,67007,27,1,1,
2008,67007,27,2,2,1
2008,67007,27,3,3,3
2008,67007,27,4,4,7
2008,67007,27,5,5,3
2008,67007,27,6,6,
2008,67007,27,7,7,
2008,67007,27,8,8,
2008,67007,27,9,9,
2008,67007,27,10,10,
2008,67007,27,11,11,1
2008,67007,27,12,12,2
2008,67007,27,13,13,4
2008,67007,27,14,14,2
2008,67007,27,15,15,6
2008,67007,27,16,16,9
2008,67007,27,17,17,
2008,67007,27,18,18,2
2008,67007,27,19,19,3
2008,67007,27,20,20,6
2008,67007,27,21,21,9
2008,67007,27,22,22,
2008,67007,27,23,23,3
2008,67007,27,24,24,3
2008,67007,27,25,25,4
2008,67007,28,1,1,7
2008,67007,28,2,2,4
2008,67007,28,3,3,1
2008,67007,28,4,4,4
2008,67007,28,5,5,
2008,67007,28,6,6,4
2008,67007,28,7,7,7
2008,67007,28,8,8,2
2008,67007,28,9,9,8
2008,67007,28,10,10,8
2008,67007,28,11,11,
2008,67007,28,12,12,9
2008,67007,28,13,13,
2008,67007,28,14,14,12
2008,67007,28,15,15,
2008,67007,28,16,16,
2008,67007,28,17,17,1
2008,67007,28,18,18,
2008,67007,28,19,19,
2008,67007,28,20,20,
2008,67007,28,21,21,
2008,67007,28,22,22,
2008,67007,28,23,23,
2008,67007,28,24,24,
2008,67007,28,25,25,
2008,67007,29,1,1,
2008,67007,29,2,2,8
2008,67007,29,3,3,7
2008,67007,29,4,4,15
2008,67007,29,5,5,3
2008,67007,29,6,6,11
2008,67007,29,7,7,8
2008,67007,29,8,8,2
2008,67007,29,9,9,26
2008,67007,29,10,10,2
2008,67007,29,11,11,4
2008,67007,29,12,12,29
2008,67007,29,13,13,6
2008,67007,29,14,14,3
2008,67007,29,15,15,1
2008,67007,29,16,16,6
2008,67007,29,17,17,3
2008,67007,29,18,18,2
2008,67007,29,19,19,14
2008,67007,29,20,20,5
2008,67007,29,21,21,3
2008,67007,29,22,22,7
2008,67007,29,23,23,2
2008,67007,29,24,24,3
2008,67007,29,25,25,16
2008,67007,30,1,1,32
2008,67007,30,2,2,35
2008,67007,30,3,3,26
2008,67007,30,4,4,10
2008,67007,30,5,5,23
2008,67007,30,6,6,29
2008,67007,30,7,7,9
2008,67007,30,8,8,19
2008,67007,30,9,9,7
2008,67007,30,10,10,15
2008,67007,30,11,11,9
2008,67007,30,12,12,6
2008,67007,30,13,13,12
2008,67007,30,14,14,7
2008,67007,30,15,15,19
2008,67007,30,16,16,17
2008,67007,30,17,17,9
2008,67007,30,18,18,27
2008,67007,30,19,19,20
2008,67007,30,20,20,27
2008,67007,30,21,21,16
2008,67007,30,22,22,18
2008,67007,30,23,23,15
2008,67007,30,24,24,7
2008,67007,30,25,25,11
2008,67007,31,1,1,14
2008,67007,31,2,2,26
2008,67007,31,3,3,12
2008,67007,31,4,4,14
2008,67007,31,5,5,11
2008,67007,31,6,6,18
2008,67007,31,7,7,10
2008,67007,31,8,8,12
2008,67007,31,9,9,14
2008,67007,31,10,10,11
2008,67007,31,11,11,13
2008,67007,31,12,12,7
2008,67007,31,13,13,15
2008,67007,31,14,14,6
2008,67007,31,15,15,9
2008,67007,31,16,16,13
2008,67007,31,17,17,
2008,67007,31,18,18,14
2008,67007,31,19,19,14
2008,67007,31,20,20,9
2008,67007,31,21,21,4
2008,67007,31,22,22,15
2008,67007,31,23,23,11
2008,67007,31,24,24,16
2008,67007,31,25,25,13
2008,67007,32,1,1,3
2008,67007,32,2,2,10
2008,67007,32,3,3,5
2008,67007,32,4,4,1
2008,67007,32,5,5,9
2008,67007,32,6,6,11
2008,67007,32,7,7,11
2008,67007,32,8,8,7
2008,67007,32,9,9,9
2008,67007,32,10,10,7
2008,67007,32,11,11,9
2008,67007,32,12,12,2
2008,67007,32,13,13,5
2008,67007,32,14,14,2
2008,67007,32,15,15,4
2008,67007,32,16,16,11
2008,67007,32,17,17,3
2008,67007,32,18,18,7
2008,67007,32,19,19,7
2008,67007,32,20,20,
2008,67007,32,21,21,2
2008,67007,32,22,22,10
2008,67007,32,23,23,7
2008,67007,32,24,24,11
2008,67007,32,25,25,9
2008,67007,33,1,1,4
2008,67007,33,2,2,5
2008,67007,33,3,3,
2008,67007,33,4,4,
2008,67007,33,5,5,26
2008,67007,33,6,6,
2008,67007,33,7,7,4
2008,67007,33,8,8,
2008,67007,33,9,9,
2008,67007,33,10,10,1
2008,67007,33,11,11,3
2008,67007,33,12,12,6
2008,67007,33,13,13,
2008,67007,33,14,14,
2008,67007,33,15,15,1
2008,67007,33,16,16,
2008,67007,33,17,17,
2008,67007,33,18,18,1
2008,67007,33,19,19,
2008,67007,33,20,20,3
2008,67007,33,21,21,8
2008,67007,33,22,22,2
2008,67007,33,23,23,7
2008,67007,33,24,24,29
2008,67007,33,25,25,3
2008,67007,34,1,1,46
2008,67007,34,2,2,12
2008,67007,34,3,3,33
2008,67007,34,4,4,38
2008,67007,34,5,5,18
2008,67007,34,6,6,11
2008,67007,34,7,7,23
2008,67007,34,8,8,30
2008,67007,34,9,9,24
2008,67007,34,10,10,24
2008,67007,34,11,11,11
2008,67007,34,12,12,31
2008,67007,34,13,13,23
2008,67007,34,14,14,11
2008,67007,34,15,15,15
2008,67007,34,16,16,31
2008,67007,34,17,17,8
2008,67007,34,18,18,22
2008,67007,34,19,19,23
2008,67007,34,20,20,29
2008,67007,34,21,21,27
2008,67007,34,22,22,22
2008,67007,34,23,23,23
2008,67007,34,24,24,36
2008,67007,34,25,25,19
2008,67007,35,1,1,11
2008,67007,35,2,2,20
2008,67007,35,3,3,22
2008,67007,35,4,4,13
2008,67007,35,5,5,13
2008,67007,35,6,6,14
2008,67007,35,7,7,15
2008,67007,35,8,8,17
2008,67007,35,9,9,21
2008,67007,35,10,10,14
2008,67007,35,11,11,7
2008,67007,35,12,12,13
2008,67007,35,13,13,12
2008,67007,35,14,14,4
2008,67007,35,15,15,12
2008,67007,35,16,16,10
2008,67007,35,17,17,6
2008,67007,35,18,18,9
2008,67007,35,19,19,4
2008,67007,35,20,20,4
2008,67007,35,21,21,3
2008,67007,35,22,22,8
2008,67007,35,23,23,7
2008,67007,35,24,24,3
2008,67007,35,25,25,2
2008,67007,36,1,1,29
2008,67007,36,2,2,31
2008,67007,36,3,3,25
2008,67007,36,4,4,10
2008,67007,36,5,5,32
2008,67007,36,6,6,19
2008,67007,36,7,7,31
2008,67007,36,8,8,12
2008,67007,36,9,9,4
2008,67007,36,10,10,8
2008,67007,36,11,11,26
2008,67007,36,12,12,38
2008,67007,36,13,13,13
2008,67007,36,14,14,34
2008,67007,36,15,15,16
2008,67007,36,16,16,26
2008,67007,36,17,17,19
2008,67007,36,18,18,29
2008,67007,36,19,19,54
2008,67007,36,20,20,12
2008,67007,36,21,21,21
2008,67007,36,22,22,27
2008,67007,36,23,23,22
2008,67007,36,24,24,15
2008,67007,36,25,25,21
2008,67007,37,1,1,17
2008,67007,37,2,2,17
2008,67007,37,3,3,15
2008,67007,37,4,4,13
2008,67007,37,5,5,23
2008,67007,37,6,6,24
2008,67007,37,7,7,19
2008,67007,37,8,8,6
2008,67007,37,9,9,31
2008,67007,37,10,10,19
2008,67007,37,11,11,25
2008,67007,37,12,12,18
2008,67007,37,13,13,25
2008,67007,37,14,14,49
2008,67007,37,15,15,23
2008,67007,37,16,16,36
2008,67007,37,17,17,21
2008,67007,37,18,18,24
2008,67007,37,19,19,22
2008,67007,37,20,20,17
2008,67007,37,21,21,11
2008,67007,37,22,22,31
2008,67007,37,23,23,10
2008,67007,37,24,24,37
2008,67007,37,25,25,
2008,67007,38,1,1,15
2008,67007,38,2,2,11
2008,67007,38,3,3,6
2008,67007,38,4,4,15
2008,67007,38,5,5,3
2008,67007,38,6,6,3
2008,67007,38,7,7,5
2008,67007,38,8,8,6
2008,67007,38,9,9,10
2008,67007,38,10,10,14
2008,67007,38,11,11,12
2008,67007,38,12,12,8
2008,67007,38,13,13,10
2008,67007,38,14,14,12
2008,67007,38,15,15,7
2008,67007,38,16,16,7
2008,67007,38,17,17,4
2008,67007,38,18,18,
2008,67007,38,19,19,9
2008,67007,38,20,20,1
2008,67007,38,21,21,10
2008,67007,38,22,22,7
2008,67007,38,23,23,3
2008,67007,38,24,24,19
2008,67007,38,25,25,9
2008,67007,39,1,1,44
2008,67007,39,2,2,21
2008,67007,39,3,3,33
2008,67007,39,4,4,12
2008,67007,39,5,5,20
2008,67007,39,6,6,25
2008,67007,39,7,7,44
2008,67007,39,8,8,26
2008,67007,39,9,9,16
2008,67007,39,10,10,20
2008,67007,39,11,11,18
2008,67007,39,12,12,15
2008,67007,39,13,13,38
2008,67007,39,14,14,23
2008,67007,39,15,15,7
2008,67007,39,16,16,13
2008,67007,39,17,17,25
2008,67007,39,18,18,18
2008,67007,39,19,19,18
2008,67007,39,20,20,8
2008,67007,39,21,21,27
2008,67007,39,22,22,16
2008,67007,39,23,23,13
2008,67007,39,24,24,12
2008,67007,39,25,25,16
2008,67007,40,1,1,1
2008,67007,40,2,2,7
2008,67007,40,3,3,19
2008,67007,40,4,4,14
2008,67007,40,5,5,1
2008,67007,40,6,6,
2008,67007,40,7,7,3
2008,67007,40,8,8,
2008,67007,40,9,9,20
2008,67007,40,10,10,
2008,67007,40,11,11,
2008,67007,40,12,12,
2008,67007,40,13,13,
2008,67007,40,14,14,2
2008,67007,40,15,15,48
2008,67007,40,16,16,30
2008,67007,40,17,17,36
2008,67007,40,18,18,
2008,67007,40,19,19,22
2008,67007,40,20,20,1
2008,67007,40,21,21,10
2008,67007,40,22,22,6
2008,67007,40,23,23,1
2008,67007,40,24,24,1
2008,67007,40,25,25,3
2008,67007,41,1,1,2
2008,67007,41,2,2,1
